"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"Rinnai",2006,"Rinnai_2006",NA,"MNE","Energy Utilities","Infrastructure","Japan","Asia",NA,"non-english"
"Riso",2006,"Riso_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Royal Bank of Canada (RBC)",2006,"RoyalBankofCanada(RBC)_2006",NA,"MNE","Financial Services","Financials","Canada","Northern America",NA,"english"
"Sanden Corporation",2006,"SandenCorporation_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Sanlam",2006,"Sanlam_2006",NA,"Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"Sawafuji",2006,"Sawafuji_2006",NA,"Large","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Seventh Generation",2006,"SeventhGeneration_2006",NA,"SME","Household and Personal Products","Consumer Goods","United States of America","Northern America",NA,"english"
"Shinhan Financial Group",2006,"ShinhanFinancialGroup_2006",NA,"Large","Financial Services","Financials","Korea, Republic of","Asia",NA,"non-english"
"Society of Motor Manufacturers & Traders (SMMT)",2006,"SocietyofMotorManufacturers&Traders(SMMT)_2006",NA,"Large","Automotive","Transportation","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"SOMAR",2006,"SOMAR_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"Stockland",2006,"Stockland_2006",NA,"MNE","Real Estate","Infrastructure","Australia","Oceania",NA,"english"
"SUEK (Siberian Coal Energy Company)",2006,"SUEK(SiberianCoalEnergyCompany)_2006",NA,"Large","Mining","Extractives and Minerals Processing","Russian Federation","Europe",NA,"english"
"Sumitomo Chemicals",2006,"SumitomoChemicals_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"Sumitomo Forestry",2006,"SumitomoForestry_2006",NA,"MNE","Real Estate","Infrastructure","Japan","Asia",NA,"english"
"Sumitomo Riko",2006,"SumitomoRiko_2006",NA,"MNE","Other","Other","Japan","Asia",NA,"non-english"
"Sunoco",2006,"Sunoco_2006",NA,"Large","Chemicals","Resource Transformation","United States of America","Northern America",NA,"english"
"SWCC",2006,"SWCC_2006",NA,"MNE","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"Taiheiyo Cement",2006,"TaiheiyoCement_2006",NA,"Large","Construction Materials","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"Takasago",2006,"Takasago_2006",NA,"MNE","Other","Other","Japan","Asia",NA,"non-english"
"Takashimaya",2006,"Takashimaya_2006",NA,"MNE","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"Tamura",2006,"Tamura_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"TECHNO ASSOCIE",2006,"TECHNOASSOCIE_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Telekom Slovakia",2006,"TelekomSlovakia_2006",NA,"Large","Telecommunications","Technology and Communications","Slovak Republic","Europe",NA,"non-english"
"TERUMO",2006,"TERUMO_2006",NA,"MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"Tiger Brands",2006,"TigerBrands_2006",NA,"MNE","Household and Personal Products","Consumer Goods","South Africa","Africa",NA,"english"
"TIM",2006,"TIM_2006",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"english"
"TOA OIL",2006,"TOAOIL_2006",NA,"MNE","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"Tohoku Electric Power",2006,"TohokuElectricPower_2006",NA,"Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"tok",2006,"tok_2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"TOPCON",2006,"TOPCON_2006",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Toronto Pearson - GTAA",2006,"TorontoPearson-GTAA_2006",NA,"Large","Aviation","Transportation","Canada","Northern America",NA,"english"
"Toshiba",2006,"Toshiba_2006",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"Toyota Boshoku",2006,"ToyotaBoshoku_2006",NA,"Large","Automotive","Transportation","Japan","Asia",NA,"english"
"Transportes Urbanos de Sevilla",2006,"TransportesUrbanosdeSevilla_2006",NA,"Large","Logistics","Transportation","Spain","Europe",NA,"non-english"
"Tsumura & Co.",2006,"Tsumura&Co._2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"UNACEM - Unión Andina de Cementos",2006,"UNACEM-UniónAndinadeCementos_2006",NA,"MNE","Construction Materials","Extractives and Minerals Processing","Peru","Latin America & the Caribbean",NA,"english"
"Unicaja",2006,"Unicaja_2006",NA,"Large","Financial Services","Financials","Spain","Europe",NA,"non-english"
"UNITIKA",2006,"UNITIKA_2006",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"non-english"
"Universität für Bodenkultur Wien",2006,"UniversitätfürBodenkulturWien_2006",NA,"Large","Universities","Services","Austria","Europe",NA,"non-english"
"Vancity",2006,"Vancity_2006",NA,"Large","Financial Services","Financials","Canada","Northern America",NA,"non-english"
"Vodafone Espana",2006,"VodafoneEspana_2006",NA,"Large","Telecommunications","Technology and Communications","Spain","Europe",NA,"non-english"
"Vodafone Italy",2006,"VodafoneItaly_2006",NA,"Large","Telecommunications","Technology and Communications","Italy","Europe",NA,"non-english"
"Westpac Banking Corporation",2006,"WestpacBankingCorporation_2006",NA,"MNE","Financial Services","Financials","Australia","Oceania",NA,"english"
"Wilson Bayly Holmes-Ovcon",2006,"WilsonBaylyHolmes-Ovcon_2006",NA,"Large","Other","Other","South Africa","Africa",NA,"english"
"Zeon Corp.",2006,"ZeonCorp._2006",NA,"MNE","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"Abertis",2007,"Abertis_2007",NA,"Large","Other","Other","Spain","Europe",NA,"english"
"ABN AMRO Holding",2007,"ABNAMROHolding_2007",NA,"Large","Financial Services","Financials","Netherlands","Europe",NA,"english"
"AECI",2007,"AECI_2007",NA,"Large","Chemicals","Resource Transformation","South Africa","Africa",NA,"english"
"AENA",2007,"AENA_2007",NA,"Large","Aviation","Transportation","Spain","Europe",NA,"non-english"
"Alps Electric",2007,"AlpsElectric_2007",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Applied Materials",2007,"AppliedMaterials_2007",NA,"Large","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"Aramex International LLC",2007,"AramexInternationalLLC_2007",NA,"Large","Logistics","Transportation","Jordan","Asia",NA,"english"
"Asahi Group Holdings",2007,"AsahiGroupHoldings_2007",NA,"MNE","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"english"
"Aspen Snowmass",2007,"AspenSnowmass_2007",NA,"SME","Tourism/Leisure","Tourism/Leisure","United States of America","Northern America",NA,"english"
"ASUSTEK",2007,"ASUSTEK_2007",NA,"MNE","Computers","Technology and Communications","Taiwan","Asia",NA,"non-english"
"BA",2007,"BA_2007",NA,"Large","Household and Personal Products","Consumer Goods","Portugal","Europe",NA,"non-english"
"Baloise-Holding AG",2007,"Baloise-HoldingAG_2007",NA,"MNE","Financial Services","Financials","Switzerland","Europe",NA,"english"
"Banrisul",2007,"Banrisul_2007",NA,"Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"Banyan Tree Hotels and Resorts",2007,"BanyanTreeHotelsandResorts_2007",NA,"MNE","Tourism/Leisure","Tourism/Leisure","Singapore","Asia",NA,"english"
"Baoshan Iron & Steel",2007,"BaoshanIron&Steel_2007",NA,"Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Baosteel Group Corporation",2007,"BaosteelGroupCorporation_2007",NA,"Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Canfor Corp.",2007,"CanforCorp._2007",NA,"MNE","Forest and Paper Products","Renewable Resources & Alternative Energy","Canada","Northern America",NA,"english"
"CCR Actua",2007,"CCRActua_2007",NA,"Large","Conglomerates","Conglomerates","Brazil","Latin America & the Caribbean",NA,"non-english"
"China Datang Corporation (CDT)",2007,"ChinaDatangCorporation(CDT)_2007",NA,"Large","Energy Utilities","Infrastructure","Mainland China","Asia",NA,"non-english"
"China Huaneng Group",2007,"ChinaHuanengGroup_2007",NA,"Large","Energy","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"China Navigation Company Limited (CNCo)",2007,"ChinaNavigationCompanyLimited(CNCo)_2007",NA,"Large","Logistics","Transportation","Singapore","Asia",NA,"english"
"China Telecom",2007,"ChinaTelecom_2007",NA,"Large","Telecommunications","Technology and Communications","Mainland China","Asia",NA,"english"
"Chugai Pharmaceutical",2007,"ChugaiPharmaceutical_2007",NA,"MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"CIB Bank",2007,"CIBBank_2007",NA,"MNE","Financial Services","Financials","Hungary","Europe",NA,"non-english"
"Cisco Systems, Inc.",2007,"CiscoSystems,Inc._2007",NA,"MNE","Technology Hardware","Technology and Communications","United States of America","Northern America",NA,"english"
"Citigroup",2007,"Citigroup_2007",NA,"MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"City of Waidhofen an der Ybbs",2007,"CityofWaidhofenanderYbbs_2007",NA,"SME","Public Agency","Services","Austria","Europe",NA,"non-english"
"Codelco",2007,"Codelco_2007",NA,"Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean",NA,"non-english"
"Confederation of European Paper Industries (CEPI)",2007,"ConfederationofEuropeanPaperIndustries(CEPI)_2007",NA,"Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Belgium","Europe",NA,"english"
"Consorzio Cooperative Costruzioni (CCC)",2007,"ConsorzioCooperativeCostruzioni(CCC)_2007",NA,"SME","Construction Materials","Extractives and Minerals Processing","Italy","Europe",NA,"non-english"
"Contratas y Obras Empresa Constructora",2007,"ContratasyObrasEmpresaConstructora_2007",NA,"Large","Construction","Infrastructure","Spain","Europe",NA,"non-english"
"Dai Nippon Printing",2007,"DaiNipponPrinting_2007",NA,"Large","Other","Other","Japan","Asia",NA,"english"
"Dainippon Screen",2007,"DainipponScreen_2007",NA,"Large","Technology Hardware","Technology and Communications","Japan","Asia",NA,"english"
"Daiwa House",2007,"DaiwaHouse_2007",NA,"Large","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"DIC Corporation",2007,"DICCorporation_2007",NA,"Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"Embraco",2007,"Embraco_2007",NA,"Large","Equipment","Resource Transformation","Brazil","Latin America & the Caribbean",NA,"non-english"
"Engelbrechtsmüller",2007,"Engelbrechtsmüller_2007",NA,"SME","Construction","Infrastructure","Austria","Europe",NA,"non-english"
"EPAL",2007,"EPAL_2007",NA,"Large","Water Utilities","Infrastructure","Portugal","Europe",NA,"non-english"
"ESPEC",2007,"ESPEC_2007",NA,"MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Eurochem",2007,"Eurochem_2007",NA,"Large","Chemicals","Resource Transformation","Russian Federation","Europe",NA,"english"
"European Investment Bank (EIB)",2007,"EuropeanInvestmentBank(EIB)_2007",NA,"Large","Financial Services","Financials","Luxembourg","Europe",NA,"non-english"
"Exeo",2007,"Exeo_2007",NA,"Large","Construction","Infrastructure","Japan","Asia",NA,"non-english"
"Findomestic",2007,"Findomestic_2007",NA,"Large","Financial Services","Financials","Italy","Europe",NA,"non-english"
"Galp Energia",2007,"GalpEnergia_2007",NA,"Large","Energy","Extractives and Minerals Processing","Portugal","Europe",NA,"non-english"
"Gas Natural Fenosa Argentina",2007,"GasNaturalFenosaArgentina_2007",NA,"MNE","Energy","Extractives and Minerals Processing","Argentina","Latin America & the Caribbean",NA,"non-english"
"Gas Natural SDG",2007,"GasNaturalSDG_2007",NA,"Large","Energy Utilities","Infrastructure","Spain","Europe",NA,"non-english"
"Genentech",2007,"Genentech_2007",NA,"MNE","Healthcare Products","Healthcare","United States of America","Northern America",NA,"english"
"Gerdau",2007,"Gerdau_2007",NA,"Large","Construction","Infrastructure","Chile","Latin America & the Caribbean",NA,"non-english"
"Goldman Sachs",2007,"GoldmanSachs_2007",NA,"MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"GRI",2007,"GRI_2007",NA,"SME","Non-Profit / Services","Non-Profit / Services","Netherlands","Europe",NA,"english"
"Grup Bon Preu",2007,"GrupBonPreu_2007",NA,"Large","Commercial Services","Financials","Spain","Europe",NA,"non-english"
"Grupo Algar",2007,"GrupoAlgar_2007",NA,"Large","Other","Other","Brazil","Latin America & the Caribbean",NA,"non-english"
"Grupo Eroski",2007,"GrupoEroski_2007",NA,"Large","Retailers","Consumer Goods","Spain","Europe",NA,"non-english"
"Grupo Liberty Seguros",2007,"GrupoLibertySeguros_2007",NA,"Large","Financial Services","Financials","Spain","Europe",NA,"non-english"
"Gruppo Hera",2007,"GruppoHera_2007",NA,"Large","Energy Utilities","Infrastructure","Italy","Europe",NA,"english"
"H&M (Hennes & Mauritz)",2007,"H&M(Hennes&Mauritz)_2007",NA,"Large","Retailers","Consumer Goods","Sweden","Europe",NA,"english"
"Heidelberger Druckmaschinen",2007,"HeidelbergerDruckmaschinen_2007",NA,"Large","Equipment","Resource Transformation","Germany","Europe",NA,"non-english"
"Hess Corporation",2007,"HessCorporation_2007",NA,"Large","Energy","Extractives and Minerals Processing","United States of America","Northern America",NA,"english"
"HiPP GmbH & Co. Produktion KG",2007,"HiPPGmbH&Co.ProduktionKG_2007",NA,"Large","Food and Beverage Products","Food and Beverage","Germany","Europe",NA,"non-english"
"Hitachi High-Technologies Corp.",2007,"HitachiHigh-TechnologiesCorp._2007",NA,"MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"House Foods",2007,"HouseFoods_2007",NA,"Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"HSBC Bank Brasil",2007,"HSBCBankBrasil_2007",NA,"Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"english"
"HypoVereinsbank (HVB) - UniCredit AG",2007,"HypoVereinsbank(HVB)-UniCreditAG_2007",NA,"Large","Financial Services","Financials","Germany","Europe",NA,"non-english"
"Ideum.ca",2007,"Ideum.ca_2007",NA,"SME","Commercial Services","Financials","Canada","Northern America",NA,"non-english"
"Iino Lines",2007,"IinoLines_2007",NA,"Large","Logistics","Transportation","Japan","Asia",NA,"english"
"Informa",2007,"Informa_2007",NA,"MNE","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"non-english"
"International Union for the Conservation of Nature (IUCN)",2007,"InternationalUnionfortheConservationofNature(IUCN)_2007",NA,"Large","Other","Other","Switzerland","Europe",NA,"english"
"Intesa Sanpaolo",2007,"IntesaSanpaolo_2007",NA,"Large","Financial Services","Financials","Italy","Europe",NA,"english"
"Iseki",2007,"Iseki_2007",NA,"Large","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Isetan",2007,"Isetan_2007",NA,"Large","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"Itoham",2007,"Itoham_2007",NA,"Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"Iwatani",2007,"Iwatani_2007",NA,"MNE","Energy Utilities","Infrastructure","Japan","Asia",NA,"english"
"Joshin",2007,"Joshin_2007",NA,"SME","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"J-Power",2007,"J-Power_2007",NA,"Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"K+S-Gruppe",2007,"K+S-Gruppe_2007",NA,"MNE","Chemicals","Resource Transformation","Germany","Europe",NA,"non-english"
"Kansai Electric Power",2007,"KansaiElectricPower_2007",NA,"Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"Karsten",2007,"Karsten_2007",NA,"Large","Textiles and Apparel","Consumer Goods","Brazil","Latin America & the Caribbean",NA,"non-english"
"Kawasaki Heavy Industries",2007,"KawasakiHeavyIndustries_2007",NA,"MNE","Construction Materials","Extractives and Minerals Processing","Japan","Asia",NA,"english"
